"","id","StartDate","EndDate","studytime","bottest_filter","handw","discomfort1_1","discomfort1_2","discomfort1_3","discomfort1_4","discomfort1_5","discomfort1_6","discomfort1_7","discomfort1_8","dginstrux","comp2","fairQ","fairQ_rt_First.Click","fairQ_rt_Last.Click","fairQ_rt_Page.Submit","fairQ_rt_Click.Count","assignrt_First.Click","assignrt_Last.Click","assignrt_Page.Submit","assignrt_Click.Count","forced","preventRT_First.Click","preventRT_Last.Click","preventRT_Page.Submit","preventRT_Click.Count","comp1","r1_rt_First.Click","r1_rt_Last.Click","r1_rt_Page.Submit","r1_rt_Click.Count","dg1","dg1_rt_First.Click","dg1_rt_Last.Click","dg1_rt","dg1_rt_Click.Count","r2_rt_First.Click","r2_rt_Last.Click","r2_rt_Page.Submit","r2_rt_Click.Count","dg2","dg2_rt_First.Click","dg2_rt_Last.Click","dg2_rt","dg2_rt_Click.Count","r3_rt_First.Click","r3_rt_Last.Click","r3_rt_Page.Submit","r3_rt_Click.Count","dg3","dg3_rt_First.Click","dg3_rt_Last.Click","dg3_rt","dg3_rt_Click.Count","r4_rt_First.Click","r4_rt_Last.Click","r4_rt_Page.Submit","r4_rt_Click.Count","dg4","dg4_rt_First.Click","dg4_rt_Last.Click","dg4_rt","dg4_rt_Click.Count","r5_rt_First.Click","r5_rt_Last.Click","r5_rt_Page.Submit","r5_rt_Click.Count","dg5","dg5_rt_First.Click","dg5_rt_Last.Click","dg5_rt","dg5_rt_Click.Count","num1","num2","num3","num4","num5","num6","num7","num8a","num8b","num9","num10","num11","num12","num13","num14","compcheck","Guess","memQrt_First.Click","memQrt_Last.Click","memQrt_Page.Submit","memQrt_Click.Count","conf","discomfort3_1","discomfort3_2","discomfort3_3","discomfort3_4","discomfort3_5","discomfort3_6","discomfort3_7","discomfort3_8","responsible","gender","age","deception1","deception2","feedbackexcl","dgXP","id.1","dg1.1","dg2.1","dg3.1","dg4.1","dg5.1","Numeracy","DGAverage","AveRT","GuessVsAve","GuessVsAveA","DG.stdev","FairVsActual","discomfort_t1","discomfort_t2","diss","posA_t1","posA_t2","posAdiff"
"767",769,"7/14/19 18:00","7/14/19 18:14",14,1,"If you can't be there in person, send a letter.",1,1,2,6,7,6,4,5,"I have carefully read and understand the instructions above.",FALSE,50,6.641,6.641,8.762,1,0,0,2.115,0,"I have carefully read and understand the instructions above.",3.167,19.808,21.666,7,FALSE,0,0,3.11,0,50,4.495,4.495,6.239,1,0,0,3.007,0,30,2.084,2.084,2.74,1,0,0,3.005,0,40,1.629,1.629,2.372,1,0,0,3.106,0,40,1.534,1.534,2.51,1,0,0,3.011,0,40,1.398,2.42,3.923,2,"50","10","0.1","1 in 10","10%","2","2","10","100","20","1","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",30,3.549,3.549,5.933,1,5,3,3,2,6,7,7,6,6,7,"Male",31,1,1,1,2,435,50,30,40,40,40,13,40,3.5568,-10,10,7.07106781186548,10,1.33333333333333,2.66666666666667,1.33333333333333,5.6,6.4,0.800000000000001
"769",771,"7/14/19 18:02","7/14/19 18:14",12,1,"Mail mail.",7,7,7,5,5,4,4,4,"I have carefully read and understand the instructions above.",TRUE,50,4.189,4.189,5.691,1,0,0,2.01,0,"I have carefully read and understand the instructions above.",4.516,20.908,21.318,4,FALSE,0,0,3.009,0,80,5.267,5.267,6.026,1,0,0,3.01,0,80,1.722,4.381,5.74,3,0,0,3.008,0,80,1.369,2.996,3.401,2,0,0,3.009,0,70,2.115,2.115,2.8,1,0,0,3.008,0,80,2.374,2.374,2.831,1,"500","10","100","1 in 10","10%","2%","2","10","10","20","1","1 in 12 chance","1","7","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",81,2.023,5.601,6.437,2,7,5,4,NA,7,5,6,5,6,1,"Female",30,1,1,1,2,242,80,80,80,70,80,10,78,4.1596,3,3,4.47213595499958,-28,7,3.66666666666667,-3.33333333333333,4.4,5.8,1.4
"770",772,"7/14/19 18:03","7/14/19 18:14",11,1,"If you can't be there in person, send a letter.",1,3,3,6,5,3,4,2,"I have carefully read and understand the instructions above.",FALSE,30,6.686,9.676,10.621,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",10.159,10.159,12.373,1,FALSE,0,0,3.008,0,50,2.929,2.929,4.892,1,0,0,3.007,0,60,2.722,2.722,3.872,1,0,0,3.008,0,60,1.89,1.89,2.919,1,0,0,3.108,0,60,2.525,2.525,3.393,1,0,0,3.107,0,50,2.203,2.203,3.903,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",56,3.936,3.936,7.34,1,6,2,2,1,5,6,5,4,3,1,"Male",33,1,1,1,1,426,50,60,60,60,50,13,56,3.7958,0,0,5.47722557505166,-26,2.33333333333333,1.66666666666667,-0.666666666666667,4,4.6,0.6
"771",773,"7/14/19 18:01","7/14/19 18:14",13,1,"If you can't be there in person, send a letter.",1,1,1,1,6,5,4,6,"I have carefully read and understand the instructions above.",FALSE,40,7.338,8.645,15.475,3,0,0,2.007,0,"I have carefully read and understand the instructions above.",21.31,21.31,27.621,1,FALSE,0,0,3.107,0,20,2.74,4.566,10.903,2,0,0,3.005,0,40,3.054,3.931,6.853,2,0,0,3.108,0,40,2.939,2.939,8.526,1,0,0,3.007,0,20,2.427,3.795,5.009,3,0,0,3.006,0,30,2.28,2.28,4.44,1,"500","10","0.00%","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","90","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",30,38.624,40.325,44.816,3,6,5,5,4,3,6,6,4,6,7,"Male",20,1,1,1,1,214,20,40,40,20,30,13,30,7.1462,0,0,10,10,1,4.66666666666667,3.66666666666667,4.4,5,0.6
"774",776,"7/14/19 18:07","7/14/19 18:14",7,1,"If you can't be there in person, send a letter.",3,2,3,6,6,6,4,4,"I have carefully read and understand the instructions above.",FALSE,50,1.65,4.046,5.175,4,0,0,2.113,0,"I have carefully read and understand the instructions above.",2.237,2.237,8.187,1,FALSE,0,0,3.009,0,40,3.925,3.925,5.658,1,0,0,3.008,0,40,2.39,3.226,4.412,2,0,0,3.112,0,40,2.847,2.847,3.875,1,0,0,3.011,0,40,2.284,2.284,3.026,1,0,0,3.113,0,40,2.1,2.1,2.844,1,"500","10","1","1 in 10","10%","2","20","10","100","20","5","1 in 12 chance","9","32","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",40,5.893,13.27,14.151,11,4,2,2,2,6,6,6,4,5,7,"Male",37,1,1,1,2,600,40,40,40,40,40,10,40,3.963,0,0,0,10,2.66666666666667,2,-0.666666666666667,5.2,5.4,0.2
"780",782,"7/14/19 18:02","7/14/19 18:15",13,1,"If you can't be there in person, send a letter. ",1,1,1,1,5,3,1,1,"I have carefully read and understand the instructions above.",FALSE,30,8.057,8.057,9.059,1,0,0,2.009,0,"I have carefully read and understand the instructions above.",23.232,23.232,24.617,1,FALSE,0,0,3.009,0,10,4.498,4.498,9.366,1,0,0,3.008,0,20,2.501,2.501,5.678,1,0,0,3.007,0,30,2.395,2.395,4.452,1,0,0,3.007,0,10,2.284,3.12,5.012,2,0,0,3.007,0,20,2.2,2.2,5.204,1,"500","1","0.1","1 in 10","10%","2","2","10","100","20","1000","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",18,3.535,42.332,43.698,7,5,1,1,1,6,5,3,1,3,1,"Female",18,1,1,1,2,675,10,20,30,10,20,11,18,5.9424,0,0,8.36660026534076,12,1,1,0,2.2,3.6,1.4
"781",783,"7/14/19 18:03","7/14/19 18:15",12,1,"mail mail.",1,1,1,7,7,7,7,7,"I have carefully read and understand the instructions above.",FALSE,50,6.317,6.317,7.223,1,0,0,2.106,0,"I have carefully read and understand the instructions above.",21.153,21.153,23,1,FALSE,0,0,3.009,0,70,6.152,6.152,6.954,1,0,0,3.007,0,80,2.341,2.341,3.313,1,0,0,3.006,0,60,1.913,1.913,2.844,1,0,0,3.107,0,60,1.839,1.839,2.665,1,0,0,3.108,0,70,2.461,2.461,3.344,1,"500","10","0.1","1 in 100","10%","2","2","10","100","20","2000","1 in 12 chance","50","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",68,5.817,39.81,40.87,4,5,1,1,1,7,7,7,7,7,1,"Female",28,1,1,1,2,555,70,80,60,60,70,11,68,3.824,0,0,8.36660026534076,-18,1,1,0,7,7,0
"782",784,"7/14/19 18:03","7/14/19 18:15",12,1,"mail mail.",2,2,2,7,6,7,4,7,"I have carefully read and understand the instructions above.",FALSE,50,14.668,14.668,15.871,1,0,0,2.005,0,"I have carefully read and understand the instructions above.",29.369,29.369,30.34,1,FALSE,0,0,3.006,0,30,4.275,4.275,6.052,1,0,0,3.108,0,20,3.909,3.909,5.235,1,0,0,3.01,0,10,2.543,2.543,3.863,1,0,0,3.107,0,20,2.668,2.668,3.602,1,0,0,3.007,0,0,3.557,3.557,8.326,1,"500","10","1","1 in 10","10%","2","1 in 50","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",20,6.821,10.317,13.541,4,4,2,2,3,7,7,7,5,7,1,"Female",33,1,1,1,2,657,30,20,10,20,0,14,16,5.4156,4,4,11.4017542509914,34,2,2.33333333333333,0.333333333333333,6.2,6.6,0.399999999999999
"783",785,"7/14/19 18:06","7/14/19 18:16",10,1,"IF YOU CAN'T BE THERE IN PERSON, SEND A LETTER. ",1,1,1,7,7,5,3,4,"I have carefully read and understand the instructions above.",FALSE,30,7.561,7.561,8.678,1,0,0,2.109,0,"I have carefully read and understand the instructions above.",15.761,15.761,16.8,1,FALSE,0,0,3.007,0,10,4.713,7.585,9.252,2,0,0,3.007,0,10,2.97,2.97,4.379,1,0,0,3.008,0,20,3.25,3.25,4.452,1,0,0,3.008,0,10,2.468,2.468,3.657,1,0,0,3.107,0,10,2.878,2.878,4.125,1,"490","10","0.05%","1 in 10","10%","2%","2","10","100","20","5","1 in 12 chance","1","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",10,3.856,5.201,6.721,2,7,1,1,1,7,7,5,3,4,1,"Female",33,1,1,1,2,483,10,10,20,10,10,11,12,5.173,-2,2,4.47213595499958,18,1,1,0,5.2,5.2,0
"784",786,"7/14/19 18:08","7/14/19 18:16",8,1,"If you can't be there in person, send a letter.",1,1,1,6,6,4,1,3,"I have carefully read and understand the instructions above.",FALSE,50,5.921,5.921,7.267,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",19.347,19.347,23.095,1,FALSE,0,0,3.007,0,50,2.873,2.873,4.081,1,0,0,3.007,0,50,1.721,1.721,2.41,1,0,0,3.106,0,50,2.153,2.153,3.999,1,0,0,3.106,0,50,1.37,1.37,2.148,1,0,0,3.108,0,50,1.986,1.986,2.606,1,"500","100","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,0.733,3.851,5.146,3,7,1,1,1,6,6,4,1,2,1,"Male",28,1,1,1,1,528,50,50,50,50,50,14,50,3.0488,0,0,0,0,1,1,0,4,3.8,-0.2
"785",787,"7/14/19 18:07","7/14/19 18:16",9,1,"If you can't be there in person, send a letter.",4,2,2,5,5,5,5,5,"I have carefully read and understand the instructions above.",FALSE,50,3.999,4.631,5.421,2,0,0,2.008,0,"I have carefully read and understand the instructions above.",16.984,17.556,18.033,2,FALSE,0,0,3.009,0,50,2.245,3.3,3.754,3,0,0,3.006,0,30,1.785,1.785,2.804,1,0,0,3.108,0,10,1.672,1.672,2.602,1,0,0,3.007,0,20,1.224,1.224,1.75,1,0,0,3.008,0,30,1.648,1.648,2.529,1,"500","1","0.01","1 in 10","10%","2","2","10","100","20","0.05","1 in 12 chance","0","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",30,2.319,34.386,35.339,6,5,3,3,3,5,5,5,3,5,1,"Female",23,1,1,1,2,380,50,30,10,20,30,10,28,2.6878,2,2,14.8323969741913,22,2.66666666666667,3,0.333333333333333,5,4.6,-0.4
"786",788,"7/14/19 18:03","7/14/19 18:16",13,1,"If you can't be there in person, send a letter.",2,1,1,6,6,2,5,2,"I have carefully read and understand the instructions above.",TRUE,40,11.49,11.49,12.106,1,0,0,2.014,0,"I have carefully read and understand the instructions above.",2.815,22.804,23.277,3,FALSE,0,0,3.017,0,60,6.798,6.798,8.667,1,0,0,3.01,0,60,1.919,1.919,2.353,1,0,0,3.013,0,50,1.411,1.411,1.927,1,0,0,3.013,0,60,1.537,1.537,1.919,1,0,0,3.014,0,60,1.076,1.076,1.433,1,"500","10","0.1","1 in 10","10%","2","1 in 50","10","100","20","5","1 in 12 chance","90%","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",59,3.522,41.211,44.679,5,6,2,2,3,5,5,5,3,1,1,"Male",27,1,1,1,2,414,60,60,50,60,60,15,58,3.2598,1,1,4.47213595499958,-18,1.33333333333333,2.33333333333333,1,4.2,3.8,-0.4
"789",791,"7/14/19 18:05","7/14/19 18:16",11,1,"If you can't be there in person, send a letter.",1,1,2,7,7,4,4,4,"I have carefully read and understand the instructions above.",FALSE,100,11.133,11.133,12.033,1,0,0,2.007,0,"I have carefully read and understand the instructions above.",10.926,10.926,16.611,1,FALSE,0,0,3.18,0,50,4.577,4.577,6.509,1,0,0,3.009,0,60,2.003,2.003,3.264,1,0,0,3.107,0,30,1.926,1.926,3.068,1,0,0,3.006,0,20,2.537,2.537,4.066,1,0,0,3.006,0,20,3.699,3.699,4.995,1,"500","100","1","1 in 10","10%","2","2","1","10","2","100","1 in 12 chance","10","78","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",33,17.274,20.65,22.114,5,5,1,1,1,4,7,4,3,7,1,"Female",37,1,1,1,1,552,50,60,30,20,20,7,36,4.3804,-3,3,18.1659021245849,64,1.33333333333333,1,-0.333333333333333,5.2,5,-0.2
"790",792,"7/14/19 18:11","7/14/19 18:16",5,1,"If you can't be there in person, send a letter.",2,2,2,7,7,6,4,5,"I have carefully read and understand the instructions above.",TRUE,10,4.175,4.175,4.859,1,0,0,2.11,0,"I have carefully read and understand the instructions above.",2.695,2.695,8.069,1,FALSE,0,0,4.045,0,0,3.328,3.328,4.204,1,0,0,3.01,0,0,1.813,1.813,2.61,1,0,0,3.006,0,0,1.082,1.082,1.729,1,0,0,3.009,0,0,1.415,1.415,2.179,1,0,0,3.013,0,0,1.167,1.167,1.837,1,"500","10","1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","32","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",0,2.284,2.284,3.096,1,7,2,2,2,7,7,6,3,5,1,"Female",33,1,1,1,2,203,0,0,0,0,0,11,0,2.5118,0,0,0,10,2,2,0,5.8,5.6,-0.2
"791",793,"7/14/19 18:02","7/14/19 18:16",14,1,"If you can't be there in person, send a letter.",6,2,2,4,7,5,2,5,"I have carefully read and understand the instructions above.",FALSE,50,8.257,8.257,9.919,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",19.926,19.926,21.639,1,FALSE,0,0,3.006,0,60,6.132,6.132,8.117,1,0,0,3.006,0,40,3.84,3.84,9.2,1,0,0,3.005,0,40,3.964,3.964,6.72,1,0,0,3.005,0,40,3.198,3.198,4.375,1,0,0,3.005,0,70,3.55,3.55,4.647,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.5,4.859,8.158,6,6,6,2,2,3,7,5,2,4,1,"Male",20,1,1,1,1,462,60,40,40,40,70,15,50,6.6118,0,0,14.142135623731,0,3.33333333333333,3.33333333333333,0,4.6,4.2,-0.399999999999999
"792",794,"7/14/19 18:03","7/14/19 18:16",13,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,2,3,"I have carefully read and understand the instructions above.",FALSE,0,16.803,16.803,19.72,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",16.536,16.536,19.343,1,FALSE,0,0,3.007,0,0,5.569,5.569,10.697,1,0,0,3.007,0,0,2.796,2.796,6.252,1,0,0,3.006,0,0,3.183,3.183,4.152,1,0,0,3.006,0,0,2.549,2.549,3.484,1,0,0,3.007,0,0,3.585,3.585,4.598,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","2","1 in 12 chance","18","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",0,1.929,1.929,5.385,1,7,1,1,1,7,7,7,2,3,1,"Male",29,1,1,1,2,224,0,0,0,0,0,12,0,5.8366,0,0,0,0,1,1,0,5.2,5.2,0
"793",795,"7/14/19 18:06","7/14/19 18:16",10,1,"If you can't be there in person, send a letter.",1,1,1,6,7,5,3,3,"I have carefully read and understand the instructions above.",FALSE,10,8.311,8.311,9.474,1,0,0,2.025,0,"I have carefully read and understand the instructions above.",20.159,20.159,20.873,1,FALSE,0,0,3.123,0,0,5.523,11.252,12.749,2,0,0,3.122,0,0,3.135,3.135,4.574,1,0,0,3.026,0,0,2.99,4.569,5.871,2,0,0,3.023,0,0,2.364,2.364,3.515,1,0,0,3.024,0,0,1.48,1.48,2.503,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",0,2.245,4.949,7.202,3,6,1,1,1,5,6,4,5,3,1,"Male",41,1,1,1,2,498,0,0,0,0,0,13,0,5.8424,0,0,0,10,1,1,0,4.8,4.6,-0.2
"794",796,"7/14/19 18:06","7/14/19 18:16",10,1,"If you can't be there in person, send a letter.",1,1,1,6,7,6,7,7,"I have carefully read and understand the instructions above.",FALSE,50,39.262,42.137,43.903,2,0,0,2.007,0,"I have carefully read and understand the instructions above.",1.145,1.145,13.438,1,FALSE,0,0,3.006,0,50,4.158,4.158,5.024,1,0,0,3.007,0,50,2.02,3.8,4.666,2,0,0,3.006,0,50,2.767,2.767,3.428,1,0,0,3.007,0,50,3.694,3.694,4.34,1,0,0,3.007,0,50,1.846,1.846,2.634,1,"500","10","0.10%","1 in 10","10%","2%","2","1","10","20%","5","1 in 12 chance","10%","64%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,2.368,6.531,8.296,2,7,1,1,1,7,7,7,5,6,1,"Male",36,1,1,1,2,512,50,50,50,50,50,11,50,4.0184,0,0,0,0,1,1,0,6.6,6.4,-0.199999999999999
"795",797,"7/14/19 18:04","7/14/19 18:16",12,1,"mail mail.",1,1,1,6,6,6,6,6,"I have carefully read and understand the instructions above.",FALSE,10,10.057,10.057,11.486,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",44.784,44.784,47.609,1,FALSE,0,0,3.007,0,0,6.439,6.439,7.522,1,0,0,3.008,0,0,2.877,2.877,4.387,1,0,0,3.007,0,0,1.296,1.296,2.236,1,0,0,3.008,0,0,1.607,1.607,2.6,1,0,0,3.008,0,0,1.265,1.265,2.327,1,"500","10","0.1","1 in 10","10%","2","2","10","100","80","50","1 in 12 chance","20","5","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",33,3.469,7.357,8.399,2,3,6,6,4,6,6,6,4,6,7,"Female",68,1,1,1,2,314,0,0,0,0,0,10,0,3.8144,33,33,0,10,1,5.33333333333333,4.33333333333333,6,5.6,-0.4
"796",798,"7/14/19 18:06","7/14/19 18:17",11,1,"If you can't be there in person, send a letter.",1,1,1,6,4,3,4,4,"I have carefully read and understand the instructions above.",FALSE,50,4.899,4.899,6.484,1,0,0,2.015,0,"I have carefully read and understand the instructions above.",22.59,22.59,23.195,1,FALSE,0,0,3.016,0,0,4.032,4.032,6.627,1,0,0,3.01,0,0,1.69,1.69,2.617,1,0,0,3.01,0,0,1.494,1.494,2.382,1,0,0,3.009,0,0,1.318,1.318,2.039,1,0,0,3.01,0,0,0.874,0.874,1.599,1,"600","10","0,1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","9","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",0,1.771,1.771,3.588,1,7,1,1,1,5,6,5,5,5,7,"Female",45,1,1,1,5,171,0,0,0,0,0,11,0,3.0528,0,0,0,50,1,1,0,4.2,5.2,1
"800",802,"7/14/19 18:07","7/14/19 18:17",10,1,"If you can't be there in person, send a letter. ",1,1,1,4,4,1,1,1,"I have carefully read and understand the instructions above.",FALSE,10,4.349,5.577,6.184,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",9.014,9.014,9.704,1,FALSE,0,0,3.107,0,50,1.888,2.444,3.209,2,0,0,3.105,0,50,1.527,1.527,2.316,1,0,0,3.006,0,50,1.263,2.44,3.672,2,0,0,3.005,0,50,1.03,1.663,2.557,2,0,0,3.006,0,60,2.114,2.114,2.986,1,"500","10","1","1 in 10","10%","2","50","1","10","20","5","1 in 12 chance","9","32","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",52,1.051,18.288,18.929,2,6,1,1,1,6,7,5,1,1,1,"Female",24,1,1,1,1,354,50,50,50,50,60,8,52,2.948,0,0,4.47213595499958,-42,1,1,0,2.2,4,1.8
"801",803,"7/14/19 18:07","7/14/19 18:17",10,1,"If you can't be there in person, send a letter.",3,3,5,5,5,4,4,3,"I have carefully read and understand the instructions above.",FALSE,30,4.396,8.769,9.852,4,0,0,2.013,0,"I have carefully read and understand the instructions above.",13.099,13.099,14.055,1,FALSE,0,0,3.115,0,50,2.496,2.496,4.426,1,0,0,3.009,0,50,2.602,2.602,3.735,1,0,0,3.009,0,50,1.874,1.874,3.155,1,0,0,3.009,0,50,1.414,1.414,2.625,1,0,0,3.01,0,50,1.581,2.271,3.299,2,"500","10","0.10%","1 in 10","10%","2% in ten years","1 in 50 in ten years","10","100","20%","5","1 in 12 chance","90%","64%","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.009,4.415,5.429,2,7,1,2,2,5,5,4,4,3,1,"Female",32,1,1,1,2,274,50,50,50,50,50,14,50,3.448,0,0,0,-20,3.66666666666667,1.66666666666667,-2,4.2,4.2,0
"802",804,"7/14/19 18:05","7/14/19 18:17",12,1,"If you can't be there in person, send a letter.",2,2,1,3,5,3,3,4,"I have carefully read and understand the instructions above.",FALSE,50,14.447,16.335,19.056,2,0,0,2.006,0,"I have carefully read and understand the instructions above.",17.561,17.561,18.42,1,FALSE,0,0,3.105,0,60,4.425,4.425,6.217,1,0,0,3.106,0,40,2.104,2.104,2.954,1,0,0,3.006,0,50,1.883,1.883,3.233,1,0,0,3.105,0,40,2.184,2.184,3.433,1,0,0,3.106,0,50,2.539,2.539,3.17,1,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",42,1.304,1.304,3.127,1,6,3,2,2,5,6,6,1,4,1,"Male",21,1,1,1,2,350,60,40,50,40,50,14,48,3.8014,-6,6,8.36660026534076,2,1.66666666666667,2.33333333333333,0.666666666666667,3.6,4.4,0.8
"803",805,"7/14/19 18:02","7/14/19 18:17",15,1,"If you can't be there in person, send a letter.",1,1,1,4,5,4,3,5,"I have carefully read and understand the instructions above.",FALSE,10,12.737,12.737,13.545,1,0,0,2.113,0,"I have carefully read and understand the instructions above.",14.325,14.325,15.237,1,FALSE,0,0,3.113,0,50,3.391,3.391,6.097,1,0,0,3.01,0,60,2.27,2.27,3.67,1,0,0,3.113,0,60,2.807,2.807,4.474,1,0,0,3.117,0,70,1.916,1.916,2.805,1,0,0,3.013,0,80,2.357,4.336,5.199,2,"500","10","0.1","1 in 10","10%","2","20","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",62,5.401,54.774,55.719,11,6,1,1,1,5,5,4,3,4,1,"Female",29,1,1,1,1,627,50,60,60,70,80,13,64,4.449,-2,2,11.4017542509914,-54,1,1,0,4.2,4.2,0
"804",806,"7/14/19 18:00","7/14/19 18:17",17,1,"If you can't be there in person, send a letter.",1,1,1,5,6,5,3,5,"I have carefully read and understand the instructions above.",FALSE,40,4.741,4.741,5.295,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",12.757,131.849,132.518,2,FALSE,0,0,3.106,0,50,3.223,3.223,4.998,1,0,0,3.105,0,40,2.056,2.056,2.724,1,0,0,3.107,0,50,2.114,2.114,4.763,1,0,0,3.006,0,40,1.836,1.836,2.578,1,0,0,3.006,0,40,1.779,1.779,2.39,1,"500","10","0.10%","1 in 10","10%","2%","1 in 50","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",44,5.563,33.454,35.833,3,7,1,1,1,6,7,7,6,6,1,"Male",20,1,1,1,2,150,50,40,50,40,40,14,44,3.4906,0,0,5.47722557505166,-4,1,1,0,4.8,6.4,1.6
"805",807,"7/14/19 18:05","7/14/19 18:17",12,1,"If you can't be there in person, send a letter.",1,1,3,5,6,6,4,1,"I have carefully read and understand the instructions above.",FALSE,0,4.84,17.258,19.613,9,0,0,2.107,0,"I have carefully read and understand the instructions above.",38.191,38.191,39.487,1,FALSE,0,0,3.007,0,10,3.327,3.327,5.892,1,0,0,3.007,0,20,2.48,2.48,3.495,1,0,0,3.107,0,20,3.006,3.006,4.039,1,0,0,3.107,0,10,2.53,2.53,3.571,1,0,0,3.007,0,10,2.376,2.376,3.289,1,"500","100","0.01%","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",14,6.535,6.535,7.591,1,3,4,6,3,4,5,4,2,1,1,"Female",25,1,1,1,4,16,10,20,20,10,10,11,14,4.0572,0,0,5.47722557505166,-14,1.66666666666667,4.33333333333333,2.66666666666667,4.4,3.2,-1.2
"808",811,"7/14/19 18:05","7/14/19 18:18",13,1,"mail mail.",1,2,2,5,6,5,4,5,"I have carefully read and understand the instructions above.",TRUE,10,9.73,12.211,13.735,2,0,0,2.009,0,"I have carefully read and understand the instructions above.",11.497,11.497,12.095,1,TRUE,0,0,3.017,0,20,3.822,4.856,6.194,2,0,0,3.008,0,30,2.772,2.772,3.6,1,0,0,3.11,0,20,2.251,2.251,2.93,1,0,0,3.108,0,30,1.793,1.793,2.549,1,0,0,3.009,0,50,2.409,2.409,3.156,1,"400","2","1","1 in 10","10%","2","2 in 100","0.1","1","2000","1","1 in 12 chance","2","44","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,4.16,18.28,20.171,4,2,1,1,1,5,6,3,4,4,1,"Female",32,1,1,1,2,39,20,30,20,30,50,5,30,3.6858,20,20,12.2474487139159,-20,1.66666666666667,1,-0.666666666666667,5,4.4,-0.6
